344	2015	51	1	1	0	0	1
345	2015	51	2	1	0	0	2
346	2015	51	3	2	0	2	1
347	2015	51	4	1	0	2	4
340	2015	50	4	1	0	2	4
341	2015	50	5	2	0	1	1
342	2015	50	6	1	0	0	8
343	2015	50	7	2	0	4	1
348	2015	51	5	2	0	1	1
349	2015	51	6	1	0	0	8
298	2015	44	4	1	0	2	4
299	2015	44	5	2	0	1	1
296	2015	44	2	1	0	0	2
297	2015	44	3	2	0	2	1
294	2015	43	7	2	0	4	1
295	2015	44	1	1	0	0	1
292	2015	43	5	2	0	1	1
293	2015	43	6	1	0	0	8
290	2015	43	3	2	0	2	1
291	2015	43	4	1	0	2	4
199	2015	30	3	2	0	2	1
198	2015	30	2	1	0	0	2
195	2015	29	6	1	0	0	8
194	2015	29	5	2	0	1	1
197	2015	30	1	1	0	0	1
196	2015	29	7	2	0	4	1
191	2015	29	2	1	0	0	2
190	2015	29	1	1	0	0	1
193	2015	29	4	1	0	2	4
192	2015	29	3	2	0	2	1
270	2015	40	4	1	0	2	4
271	2015	40	5	2	0	1	1
272	2015	40	6	1	0	0	8
273	2015	40	7	2	0	4	1
274	2015	41	1	1	0	0	1
275	2015	41	2	1	0	0	2
276	2015	41	3	2	0	2	1
277	2015	41	4	1	0	2	4
278	2015	41	5	2	0	1	1
279	2015	41	6	1	0	0	8
108	2015	17	3	2	0	2	1
109	2015	17	4	1	0	2	4
102	2015	16	4	1	0	2	4
103	2015	16	5	2	0	1	1
100	2015	16	2	1	0	0	2
101	2015	16	3	2	0	2	1
106	2015	17	1	1	0	0	1
107	2015	17	2	1	0	0	2
104	2015	16	6	1	0	0	8
105	2015	16	7	2	0	4	1
39	2015	7	4	1	0	2	4
38	2015	7	3	2	0	2	1
33	2015	6	5	2	0	1	1
32	2015	6	4	1	0	2	4
31	2015	6	3	2	0	2	1
30	2015	6	2	1	0	0	2
37	2015	7	2	1	0	0	2
36	2015	7	1	1	0	0	1
35	2015	6	7	2	0	4	1
34	2015	6	6	1	0	0	8
339	2015	50	3	2	0	2	1
338	2015	50	2	1	0	0	2
335	2015	49	6	1	0	0	8
334	2015	49	5	2	0	1	1
337	2015	50	1	1	0	0	1
336	2015	49	7	2	0	4	1
331	2015	49	2	1	0	0	2
330	2015	49	1	1	0	0	1
333	2015	49	4	1	0	2	4
332	2015	49	3	2	0	2	1
6	2015	2	6	1	0	0	8
99	2015	16	1	1	0	0	1
98	2015	15	7	2	0	4	1
91	2015	14	7	2	0	4	1
90	2015	14	6	1	0	0	8
93	2015	15	2	1	0	0	2
92	2015	15	1	1	0	0	1
95	2015	15	4	1	0	2	4
94	2015	15	3	2	0	2	1
97	2015	15	6	1	0	0	8
96	2015	15	5	2	0	1	1
238	2015	35	7	2	0	4	1
239	2015	36	1	1	0	0	1
234	2015	35	3	2	0	2	1
235	2015	35	4	1	0	2	4
236	2015	35	5	2	0	1	1
237	2015	35	6	1	0	0	8
230	2015	34	6	1	0	0	8
231	2015	34	7	2	0	4	1
232	2015	35	1	1	0	0	1
233	2015	35	2	1	0	0	2
1	2015	2	1	1	0	0	1
146	2015	22	6	1	0	0	8
147	2015	22	7	2	0	4	1
144	2015	22	4	1	0	2	4
145	2015	22	5	2	0	1	1
142	2015	22	2	1	0	0	2
143	2015	22	3	2	0	2	1
140	2015	21	7	2	0	4	1
141	2015	22	1	1	0	0	1
148	2015	23	1	1	0	0	1
149	2015	23	2	1	0	0	2
133	2015	20	7	2	0	4	1
132	2015	20	6	1	0	0	8
131	2015	20	5	2	0	1	1
130	2015	20	4	1	0	2	4
137	2015	21	4	1	0	2	4
136	2015	21	3	2	0	2	1
135	2015	21	2	1	0	0	2
134	2015	21	1	1	0	0	1
139	2015	21	6	1	0	0	8
138	2015	21	5	2	0	1	1
24	2015	5	3	2	0	2	1
25	2015	5	4	1	0	2	4
26	2015	5	5	2	0	1	1
27	2015	5	6	1	0	0	8
20	2015	4	6	1	0	0	8
21	2015	4	7	2	0	4	1
22	2015	5	1	1	0	0	1
23	2015	5	2	1	0	0	2
28	2015	5	7	2	0	4	1
29	2015	6	1	1	0	0	1
88	2015	14	4	1	0	2	4
89	2015	14	5	2	0	1	1
82	2015	13	5	2	0	1	1
83	2015	13	6	1	0	0	8
80	2015	13	3	2	0	2	1
81	2015	13	4	1	0	2	4
86	2015	14	2	1	0	0	2
87	2015	14	3	2	0	2	1
84	2015	13	7	2	0	4	1
85	2015	14	1	1	0	0	1
7	2015	2	7	2	0	4	1
245	2015	36	7	2	0	4	1
244	2015	36	6	1	0	0	8
247	2015	37	2	1	0	0	2
246	2015	37	1	1	0	0	1
241	2015	36	3	2	0	2	1
240	2015	36	2	1	0	0	2
243	2015	36	5	2	0	1	1
242	2015	36	4	1	0	2	4
249	2015	37	4	1	0	2	4
248	2015	37	3	2	0	2	1
179	2015	27	4	1	0	2	4
178	2015	27	3	2	0	2	1
177	2015	27	2	1	0	0	2
176	2015	27	1	1	0	0	1
175	2015	26	7	2	0	4	1
174	2015	26	6	1	0	0	8
173	2015	26	5	2	0	1	1
172	2015	26	4	1	0	2	4
171	2015	26	3	2	0	2	1
170	2015	26	2	1	0	0	2
253	2015	38	1	1	0	0	1
182	2015	27	7	2	0	4	1
183	2015	28	1	1	0	0	1
180	2015	27	5	2	0	1	1
181	2015	27	6	1	0	0	8
186	2015	28	4	1	0	2	4
187	2015	28	5	2	0	1	1
184	2015	28	2	1	0	0	2
185	2015	28	3	2	0	2	1
188	2015	28	6	1	0	0	8
189	2015	28	7	2	0	4	1
11	2015	3	4	1	0	2	4
10	2015	3	3	2	0	2	1
13	2015	3	6	1	0	0	8
12	2015	3	5	2	0	1	1
15	2015	4	1	1	0	0	1
14	2015	3	7	2	0	4	1
