133	11020	3	133	0	-1	13000	20000	28000	30000	0	4589	4	-1	-1	-1	-1	-1	-1	-1	0	30	0	-1	-1	1	-1	-1	2	-1	-1	3	-1	-1	4	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	-1	-1	-1	-1	2	5	0	None	1	0	0
132	11020	3	132	0	-1	15000	26000	37000	40000	0	4556	3	-1	-1	-1	-1	-1	-1	-1	0	26	0	-1	-1	1	-1	-1	2	-1	-1	3	-1	-1	4	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	-1	-1	-1	-1	2	2	0	None	1	0	0
131	11020	3	131	0	-1	14000	16000	18000	19000	0	4523	2	-1	-1	-1	-1	-1	-1	-1	0	28	0	-1	-1	1	-1	-1	2	-1	-1	3	-1	-1	4	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	-1	-1	-1	-1	2	7	0	None	1	0	0
130	11083	3	130	0	-1	40000	50000	65000	70000	0	4490	5	40	-1	-1	-1	-1	-1	-1	0	40	0	-1	-1	1	-1	-1	2	-1	-1	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	-1	-1	-1	-1	1	-1	0	None	1	0	1
137	11090	3	137	0	-1	30000	40000	42000	45000	0	4721	17	2	11	2	-1	-1	-1	-1	0	30	0	-1	-1	1	-1	-1	2	-1	-1	3	-1	-1	4	-1	-1	41	1	2	42	1	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	-1	-1	-1	-1	1	-1	1	None	1	0	0
136	11088	3	136	0	-1	60000	70000	72000	75000	0	4688	8	3	10	13	-1	-1	-1	-1	0	30	0	-1	-1	1	-1	-1	2	-1	-1	3	-1	-1	-1	-1	-1	9	2	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	-1	-1	-1	-1	1	-1	1	None	1	0	0
135	11020	3	135	0	-1	5000	10000	20000	22000	0	4655	2	-1	3	-1	-1	-1	-1	-1	0	22	0	-1	-1	1	-1	-1	2	-1	-1	3	-1	-1	4	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	-1	-1	-1	-1	2	2	0	None	1	0	0
134	11020	3	134	0	-1	6000	12000	25000	30000	0	4622	5	-1	-1	-1	-1	-1	-1	-1	0	38	0	-1	-1	1	-1	-1	2	-1	-1	3	-1	-1	4	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	-1	-1	-1	-1	2	6	0	None	1	0	0
139	11020	3	139	0	-1	6000	7000	14000	15000	395	4787	2	-1	1	-1	-1	-1	-1	-1	0	22	0	-1	-1	1	-1	-1	2	-1	-1	3	-1	-1	4	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	-1	-1	-1	-1	2	6	0	None	1	0	0
138	11091	3	138	0	-1	70000	80000	87000	90000	0	4754	10	41	-1	-1	-1	-1	-1	-1	0	30	0	-1	-1	1	-1	-1	2	-1	-1	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	-1	-1	-1	-1	1	-1	0	None	1	0	0
24	11029	3	24	0	-1	20000	33000	36000	41000	0	992	5	18	-1	-1	-1	-1	-1	-1	0	30	0	-1	-1	1	-1	-1	2	-1	-1	3	-1	-1	4	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	-1	-1	-1	-1	1	-1	0	None	1	0	0
25	11028	3	25	0	-1	9000	20000	27000	30000	0	1025	5	-1	-1	-1	-1	-1	-1	-1	0	22	0	-1	-1	1	-1	-1	2	-1	-1	3	-1	-1	4	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	-1	12	15	-1	2	2	0	None	1	0	0
26	11028	3	26	0	-1	9000	15000	20000	25000	0	1058	3	-1	0	-1	1	-1	-1	-1	0	27	0	-1	-1	1	-1	-1	2	-1	-1	3	-1	-1	4	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	-1	-1	-1	-1	2	2	0	None	1	0	0
27	11031	3	27	0	1500	1500	2000	2500	3000	0	1091	-1	-1	-1	-1	-1	-1	-1	-1	1	60	0	-1	-1	1	-1	-1	2	-1	-1	3	-1	-1	4	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	-1	9	9	-1	1	-1	0	None	1	0	0
20	11026	3	20	0	-1	12000	25000	32000	35000	0	860	9	12	-1	-1	-1	-1	-1	-1	0	32	0	-1	-1	1	-1	-1	2	-1	-1	3	-1	-1	4	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	-1	-1	-1	-1	1	-1	0	None	1	0	1
21	11027	3	21	0	-1	45000	60000	72000	80000	0	893	5	40	-1	-1	-1	-1	-1	-1	0	37	0	-1	-1	1	-1	-1	2	-1	-1	3	-1	-1	4	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	-1	-1	-1	-1	1	-1	0	None	1	0	0
22	11030	3	22	0	-1	25000	30000	33000	35000	0	926	5	18	-1	-1	-1	-1	-1	-1	0	35	0	-1	-1	1	-1	-1	2	-1	-1	3	-1	-1	4	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	-1	-1	-1	-1	1	-1	0	None	1	0	0
23	11028	3	23	0	-1	15000	16000	17000	18000	0	959	5	16	-1	-1	-1	-1	-1	-1	0	24	0	-1	-1	1	-1	-1	2	-1	-1	3	-1	-1	4	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	-1	-1	-1	-1	1	-1	0	None	1	0	0
28	11020	3	28	0	-1	1500	2300	2900	3200	0	1124	2	-1	-1	-1	-1	-1	-1	-1	0	38	0	-1	-1	1	-1	-1	2	-1	-1	3	-1	-1	4	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	-1	-1	-1	-1	2	2	0	None	1	0	0
29	11020	3	29	0	-1	1600	3300	3600	4000	57	1157	2	-1	-1	-1	-1	-1	-1	-1	1	99	0	-1	-1	1	-1	-1	2	-1	-1	3	-1	-1	4	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	-1	25	-1	-1	2	2	0	None	1	0	0
4	11020	3	4	0	-1	103	203	303	500	0	365	0	-1	-1	-1	-1	-1	-1	-1	0	16	0	-1	-1	1	-1	-1	2	-1	-1	3	-1	-1	4	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	-1	-1	-1	-1	2	2	0	g4	2	4	0
8	11022	3	8	0	-1	10000	12000	14000	15000	0	464	5	-1	-1	-1	-1	-1	-1	-1	0	20	0	-1	-1	1	-1	-1	2	-1	-1	3	-1	-1	4	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	-1	-1	-1	-1	2	2	0	None	1	6	0
119	11020	3	119	0	-1	10000	18000	25000	30000	325	4127	2	-1	-1	-1	-1	-1	-1	-1	0	28	0	-1	-1	1	-1	-1	2	-1	-1	3	-1	-1	4	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	-1	-1	-1	-1	2	5	0	None	1	0	0
120	11020	3	120	0	-1	3000	4000	5000	5500	0	4160	2	-1	-1	-1	-1	-1	-1	-1	0	18	0	-1	-1	1	-1	-1	2	-1	-1	3	-1	-1	4	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	-1	-1	-1	-1	2	2	0	None	1	0	1
121	11074	3	121	0	-1	45000	56000	67000	70000	0	4193	5	41	-1	-1	-1	-1	-1	-1	0	27	0	-1	-1	-1	-1	-1	2	-1	-1	3	-1	-1	4	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	-1	-1	-1	-1	1	-1	0	None	1	0	0
122	11075	3	122	0	-1	15000	17000	19000	20000	0	4226	5	17	-1	-1	-1	-1	-1	-1	0	30	0	-1	-1	1	-1	-1	2	-1	-1	3	-1	-1	4	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	-1	-1	-1	-1	1	-1	0	None	1	0	0
123	11076	3	123	0	-1	60000	75000	86000	90000	0	4259	8	3	11	3	-1	-1	-1	-1	0	35	0	-1	-1	1	-1	-1	2	-1	-1	3	-1	-1	4	-1	-1	41	1	3	9	1	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	-1	20	21	-1	1	-1	1	None	1	0	0
124	11077	3	124	0	-1	38000	43000	48000	50000	0	4292	5	38	-1	-1	-1	-1	-1	-1	0	30	0	-1	-1	1	-1	-1	2	-1	-1	3	-1	-1	4	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	-1	-1	-1	-1	1	-1	0	None	1	0	0
125	11078	3	125	0	-1	38000	45000	50000	52000	0	4325	10	13	-1	-1	-1	-1	-1	-1	0	30	0	-1	-1	1	-1	-1	2	-1	-1	3	-1	-1	4	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	-1	-1	-1	-1	1	-1	0	None	1	0	0
126	11079	3	126	0	-1	66000	80000	100000	105000	0	4358	17	2	11	2	-1	-1	-1	-1	0	27	0	-1	-1	1	-1	-1	2	-1	-1	3	-1	-1	4	-1	-1	41	1	2	42	1	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	-1	22	23	-1	1	-1	1	None	1	0	0
127	11080	3	127	0	-1	60000	80000	105000	110000	0	4391	5	26	-1	-1	-1	-1	-1	-1	0	35	0	-1	-1	1	-1	-1	2	-1	-1	3	-1	-1	4	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	-1	-1	-1	-1	1	-1	0	None	1	0	0
128	11081	3	128	0	-1	35000	40000	45000	50000	0	4424	8	2	17	2	-1	-1	-1	-1	0	30	0	-1	-1	1	-1	-1	2	-1	-1	3	-1	-1	4	-1	-1	42	1	2	9	1	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	-1	-1	-1	-1	1	-1	1	None	1	0	0
129	11082	3	129	0	-1	40000	55000	69000	70000	347	4457	5	25	-1	-1	-1	-1	-1	-1	0	47	0	-1	-1	1	-1	-1	-1	-1	-1	3	-1	-1	4	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	-1	-1	-1	-1	1	-1	0	None	1	0	0
118	11020	3	118	0	-1	2000	3000	4000	4500	0	4094	18	5	-1	-1	-1	-1	-1	-1	0	32	0	-1	-1	1	-1	-1	2	-1	-1	3	-1	-1	4	-1	-1	30	1	5	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	-1	-1	-1	-1	1	-1	0	None	1	0	0
59	11020	3	59	0	-1	9000	15000	19000	20000	150	2147	3	-1	-1	-1	-1	-1	-1	-1	0	22	0	-1	-1	1	-1	-1	2	-1	-1	3	-1	-1	4	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	-1	-1	-1	-1	2	4	0	None	1	0	0
58	11020	3	58	0	-1	9000	12000	15000	16000	0	2114	-1	-1	2	-1	-1	-1	-1	-1	0	24	0	-1	-1	1	-1	-1	2	-1	-1	3	-1	-1	4	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	-1	-1	-1	-1	2	4	0	None	1	0	0
55	11020	3	55	0	-1	3200	3800	4500	5000	0	2015	-1	-1	2	-1	-1	-1	-1	-1	0	22	0	-1	-1	1	-1	-1	2	-1	-1	3	-1	-1	4	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	-1	-1	-1	-1	2	4	0	None	1	0	0
54	11020	3	54	0	-1	1000	2000	2500	5000	0	1982	-1	-1	4	-1	-1	-1	-1	-1	0	22	0	-1	-1	1	-1	-1	2	-1	-1	3	-1	-1	4	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	-1	-1	-1	-1	2	4	0	None	1	0	0
57	11020	3	57	0	-1	22000	26000	32000	38000	0	2081	-1	-1	2	-1	-1	-1	-1	-1	0	23	0	-1	-1	1	-1	-1	2	-1	-1	3	-1	-1	4	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	-1	-1	-1	-1	2	4	0	None	1	0	0
